750;1;32;40.84123238991015
750;1;32;39.906320231966674
750;1;32;40.31586840795353
750;5;32;1.6852028369903564
750;5;32;1.6476505750324577
750;5;32;1.665917091886513
750;10;32;0.4982851290842518
750;10;32;0.5064224939560518
750;10;32;0.5023965380387381
750;20;32;0.3323405709816143
750;20;32;0.3306924890493974
750;20;32;0.3341309039387852
750;55;32;0.39592346909921616
750;55;32;0.38349268201272935
750;55;32;0.38379522191826254
750;150;32;1.1579771159449592
750;150;32;1.1307974620722234
750;150;32;1.1250103050842881
750;400;32;2.198694104910828
750;400;32;2.1694483020110056
750;400;32;2.167699804995209
