160;25;1;0.3115002060076222
160;25;1;0.3176775209722109
160;25;1;0.31083837198093534
1050;25;1;13.0551855089725
1050;25;1;12.992100631992798
1050;25;1;12.735169960011262
160;25;2;0.16441629896871746
160;25;2;0.163518910005223
160;25;2;0.16299895802512765
1050;25;2;6.443595783028286
1050;25;2;6.488818218000233
1050;25;2;6.47578561498085
160;25;4;0.09607486898312345
160;25;4;0.09573808900313452
160;25;4;0.09633986896369606
1050;25;4;3.2280351119698025
1050;25;4;3.271075729979202
1050;25;4;3.220996493997518
160;25;8;0.06574683001963422
160;25;8;0.06678582599852234
160;25;8;0.065261512005236
1050;25;8;1.6486808719928376
1050;25;8;1.6432086949935183
1050;25;8;1.6389992789481767
160;25;16;0.07090852700639516
160;25;16;0.07143225200707093
160;25;16;0.07004226499702781
1050;25;16;0.9000777240144089
1050;25;16;0.8768023650045507
1050;25;16;0.8879706460284069
160;25;24;0.08649232104653493
160;25;24;0.08267800899920985
160;25;24;0.09181807900313288
1050;25;24;0.6247634289902635
1050;25;24;0.6402490010368638
1050;25;24;0.6218303570058197
160;25;32;0.09443501499481499
160;25;32;0.09361071902094409
160;25;32;0.09306926798308268
1050;25;32;0.5417188729625195
1050;25;32;0.5365669029997662
1050;25;32;0.5323595840018243
